Names	switch_no_tresh	switch_with_tresh	mean_no_tresh	mean_with_tresh	vari_no_tresh	vari_with_tresh	devi_no_tresh	devi_with_tresh
191336_rfMRI_REST2	0.25305263157894736	0.12042105263157894	-0.008417508417508417	0.6287878787878788	0.9999291455520412	0.6046258034894398	0.9999645721484542	0.7775768794720171
792867_rfMRI_REST2	0.24842105263157896	0.09178947368421053	-0.0008417508417508417	0.7104377104377104	0.9999992914555206	0.4952782595880239	0.9999996457276975	0.7037600866687623
127327_rfMRI_REST2	0.2471578947368421	0.04926315789473684	-0.02441077441077441	0.8661616161616161	0.999404114092666	0.2497640546882971	0.9997020126481021	0.4997639989918212
128935_rfMRI_REST1	0.2538947368421053	0.045052631578947365	0.016835016835016835	0.8880471380471381	0.9997165822081648	0.21137228060628732	0.9998582810619537	0.4597524122897968
749058_rfMRI_REST2	0.23957894736842106	0.09347368421052632	0.02441077441077441	0.73989898989899	0.999404114092666	0.4525494847464545	0.9997020126481021	0.6727179830705097
190031_rfMRI_REST1	0.24547368421052632	0.18863157894736843	0.0025252525252525255	0.3813131313131313	0.9999936230996835	0.8546002958881747	0.9999968115447586	0.9244459399489916
192843_rfMRI_REST2	0.24589473684210525	0.031157894736842107	-0.02356902356902357	0.9158249158249159	0.9994445011280029	0.16126472355428584	0.9997222119809097	0.40157779265577653
905147_rfMRI_REST2	0.2501052631578947	0.08884210526315789	0.01430976430976431	0.7609427609427609	0.9997952306453985	0.42096611456880806	0.9998976100808515	0.6488190152645097
601127_rfMRI_REST2	0.24926315789473685	0.043789473684210524	-0.058922558922558925	0.8880471380471381	0.9965281320500174	0.21137228060628735	0.9982625566703468	0.45975241228979685
116423_rfMRI_REST1	0.2488421052631579	0.12294736842105262	0.007575757575757576	0.6245791245791246	0.9999426078971532	0.6099009171399744	0.9999713035368331	0.7809615337133926
872562_rfMRI_REST2	0.25642105263157894	0.043789473684210524	0.045454545454545456	0.8821548821548821	0.9979338842975206	0.22180276389030595	0.9989664079925413	0.4709594079008359
849264_rfMRI_REST1	0.2496842105263158	0.14652631578947367	0.026094276094276093	0.5387205387205387	0.9993190887551158	0.7097801811606526	0.999659486402803	0.8424845287366721
784565_rfMRI_REST1	0.24842105263157896	0.17726315789473684	0.021885521885521887	0.36784511784511786	0.9995210239317983	0.8646899692775114	0.99976048328177	0.9298870734005885
304020_rfMRI_REST1	0.24210526315789474	0.14736842105263157	-0.010101010101010102	0.547979797979798	0.9998979695949394	0.6997181410060199	0.9999489834961278	0.836491566607829
803240_rfMRI_REST1	0.2353684210526316	0.10484210526315789	0.013468013468013467	0.6868686868686869	0.9998186126132254	0.5282114069992859	0.9999093021935667	0.7267815400787818
622236_rfMRI_REST2	0.25557894736842107	0.04042105263157895	0.03535353535353535	0.9006734006734006	0.9987501275380063	0.18878742531941184	0.9993748683742284	0.43449674949234296
289555_rfMRI_REST2	0.2496842105263158	0.15957894736842104	-0.004208754208754209	0.5008417508417509	0.99998228638801	0.7491575406137696	0.9999911431547831	0.8655388729651428
314225_rfMRI_REST1	0.25726315789473686	0.15789473684210525	-0.0025252525252525255	0.484006734006734	0.9999936230996838	0.7657374814361348	0.9999968115447587	0.8750642727457995
